,year,population,zipcode
15029,2015,4270,14510
15030,2005,4651,14512
15031,2006,4443,14512
15032,2007,4749,14512
15033,2008,4392,14512
15034,2009,4371,14512
15035,2010,4305,14512
15036,2011,4362,14512
15037,2012,4280,14512
15038,2013,4300,14512
15039,2014,4180,14512
15040,2015,4120,14512
15041,2005,12787,14513
15042,2006,12480,14513
15043,2007,13371,14513
15044,2008,12392,14513
15045,2009,12240,14513
15046,2010,12306,14513
15047,2011,12099,14513
15048,2012,11830,14513
15049,2013,11700,14513
15050,2014,11760,14513
15051,2015,11700,14513
15052,2005,4921,14514
15053,2006,4999,14514
15054,2007,5471,14514
15055,2008,5523,14514
15056,2009,5670,14514
15057,2010,5781,14514
15058,2011,5797,14514
15059,2012,5830,14514
15060,2013,5830,14514
15061,2014,5770,14514
15062,2015,5790,14514
15063,2005,2202,14516
15064,2006,2096,14516
15065,2007,2224,14516
15066,2008,2116,14516
15067,2009,2105,14516
15068,2010,2063,14516
15069,2011,2059,14516
15070,2012,2000,14516
15071,2013,2050,14516
15072,2014,1990,14516
15073,2015,2030,14516
15074,2005,2688,14517
15075,2006,2596,14517
15076,2007,2858,14517
15077,2008,2590,14517
15078,2009,2531,14517
15079,2010,2502,14517
15080,2011,2485,14517
15081,2012,2430,14517
15082,2013,2440,14517
15083,2014,2450,14517
15084,2015,2380,14517
15085,2005,11741,14519
15086,2006,11226,14519
15087,2007,11860,14519
15088,2008,11552,14519
15089,2009,11451,14519
15090,2010,11386,14519
15091,2011,11461,14519
15092,2012,11460,14519
15093,2013,11340,14519
15094,2014,11230,14519
15095,2015,11330,14519
15096,2005,2544,14521
15097,2006,2402,14521
15098,2007,2631,14521
15099,2008,2530,14521
15100,2009,2459,14521
15101,2010,2519,14521
15102,2011,2563,14521
15103,2012,2570,14521
15104,2013,2560,14521
15105,2014,2490,14521
15106,2015,2480,14521
15107,2005,8730,14522
15108,2006,8456,14522
15109,2007,9061,14522
15110,2008,8596,14522
15111,2009,8445,14522
15112,2010,8528,14522
15113,2011,8400,14522
15114,2012,8330,14522
15115,2013,8340,14522
15116,2014,8210,14522
15117,2015,8140,14522
15118,2005,2765,14525
15119,2006,2657,14525
15120,2007,2776,14525
15121,2008,2579,14525
15122,2009,2932,14525
15123,2010,2745,14525
15124,2011,2728,14525
15125,2012,2620,14525
15126,2013,2570,14525
15127,2014,2550,14525
15128,2015,2520,14525
15129,2005,21200,14526
15130,2006,19922,14526
15131,2007,20309,14526
15132,2008,19957,14526
15133,2009,19866,14526
15134,2010,19986,14526
15135,2011,20086,14526
15136,2012,20300,14526
15137,2013,20180,14526
15138,2014,20050,14526
15139,2015,20190,14526
15140,2005,11580,14527
15141,2006,11365,14527
15142,2007,12168,14527
15143,2008,11317,14527
15144,2009,11183,14527
15145,2010,11383,14527
15146,2011,11278,14527
15147,2012,11120,14527
15148,2013,11170,14527
15149,2014,11140,14527
15150,2015,11090,14527
15151,2005,5014,14530
15152,2006,4839,14530
15153,2007,5188,14530
15154,2008,4932,14530
15155,2009,5113,14530
15156,2010,4970,14530
15157,2011,4804,14530
15158,2012,4820,14530
15159,2013,4790,14530
15160,2014,4720,14530
15161,2015,4680,14530
15162,2005,4269,14532
15163,2006,4161,14532
15164,2007,4420,14532
15165,2008,4197,14532
15166,2009,4114,14532
15167,2010,4173,14532
15168,2011,4172,14532
15169,2012,4160,14532
15170,2013,4060,14532
15171,2014,4050,14532
15172,2015,4030,14532
15173,2005,1496,14533
15174,2006,1427,14533
15175,2007,1508,14533
15176,2008,1483,14533
15177,2009,1602,14533
15178,2010,1591,14533
15179,2011,1619,14533
15180,2012,1450,14533
15181,2013,1500,14533
15182,2014,1460,14533
15183,2015,1460,14533
15184,2005,35162,14534
15185,2006,32781,14534
15186,2007,33433,14534
15187,2008,33014,14534
15188,2009,32850,14534
15189,2010,33010,14534
15190,2011,32934,14534
15191,2012,32800,14534
15192,2013,32820,14534
15193,2014,32360,14534
15194,2015,32290,14534
15195,2005,671,14536
15196,2006,628,14536
15197,2007,661,14536
15198,2008,634,14536
15199,2009,561,14536
15200,2010,605,14536
15201,2011,648,14536
15202,2012,570,14536
15203,2013,590,14536
15204,2014,560,14536
15205,2015,570,14536
15206,2005,2212,14541
15207,2006,2175,14541
15208,2007,2277,14541
15209,2008,2264,14541
15210,2009,2129,14541
15211,2010,2148,14541
15212,2011,2133,14541
15213,2012,2080,14541
15214,2013,2130,14541
15215,2014,2130,14541
15216,2015,2140,14541
15217,2005,3271,14543
15218,2006,3104,14543
15219,2007,3266,14543
15220,2008,3168,14543
15221,2009,3104,14543
15222,2010,3105,14543
15223,2011,3116,14543
15224,2012,3130,14543
15225,2013,3080,14543
15226,2014,3060,14543
15227,2015,3040,14543
15228,2005,1996,14544
15229,2006,1903,14544
15230,2007,1959,14544
15231,2008,1888,14544
15232,2009,1850,14544
15233,2010,1814,14544
15234,2011,1828,14544
15235,2012,1830,14544
15236,2013,1910,14544
15237,2014,1830,14544
15238,2015,1840,14544
15239,2005,124,14545
15240,2006,127,14545
15241,2007,136,14545
15242,2005,4791,14546
15243,2006,4526,14546
15244,2007,4635,14546
15245,2008,4386,14546
15246,2009,4400,14546
15247,2010,4418,14546
15248,2011,4310,14546
15249,2012,4320,14546
15250,2013,4440,14546
15251,2014,4430,14546
15252,2015,4330,14546
15253,2005,3780,14548
15254,2006,3698,14548
15255,2007,3934,14548
15256,2008,3667,14548
15257,2009,3630,14548
15258,2010,3658,14548
15259,2011,3615,14548
15260,2012,3680,14548
15261,2013,3670,14548
15262,2014,3700,14548
15263,2015,3640,14548
15264,2005,1576,14550
15265,2006,1533,14550
15266,2007,1633,14550
15267,2008,1492,14550
15268,2009,1447,14550
15269,2010,1526,14550
15270,2011,1504,14550
15271,2012,1470,14550
15272,2013,1480,14550
15273,2014,1430,14550
15274,2015,1410,14550
15275,2005,5101,14551
15276,2006,4891,14551
15277,2007,5304,14551
15278,2008,4962,14551
15279,2009,5061,14551
15280,2010,5052,14551
15281,2011,4938,14551
15282,2012,4820,14551
15283,2013,4820,14551
15284,2014,4790,14551
15285,2015,4650,14551
15286,2005,980,14555
15287,2006,942,14555
15288,2007,966,14555
15289,2008,928,14555
15290,2009,920,14555
15291,2010,898,14555
15292,2011,900,14555
15293,2012,880,14555
15294,2013,830,14555
15295,2014,830,14555
15296,2015,780,14555
15297,2005,18275,14559
15298,2006,17324,14559
15299,2007,17889,14559
15300,2008,17416,14559
15301,2009,17333,14559
15302,2010,17405,14559
15303,2011,17372,14559
15304,2012,17390,14559
15305,2013,17240,14559
15306,2014,17180,14559
15307,2015,17130,14559
15308,2005,2084,14560
15309,2006,2055,14560
15310,2007,2159,14560
15311,2008,1982,14560
15312,2009,1978,14560
15313,2010,1931,14560
15314,2011,1929,14560
15315,2012,1900,14560
15316,2013,1910,14560
15317,2014,1870,14560
15318,2015,1850,14560
15319,2005,2552,14561
15320,2006,2459,14561
15321,2007,2585,14561
15322,2008,2490,14561
15323,2009,2439,14561
15324,2010,2543,14561
15325,2011,2538,14561
15326,2012,2670,14561
15327,2013,2600,14561
15328,2014,2620,14561
15329,2015,2680,14561
15330,2005,13731,14564
15331,2006,13359,14564
15332,2007,14090,14564
15333,2008,14111,14564
15334,2009,14151,14564
15335,2010,14311,14564
15336,2011,14466,14564
15337,2012,14560,14564
15338,2013,14940,14564
15339,2014,14750,14564
15340,2015,14950,14564
15341,2005,6426,14568
15342,2006,6085,14568
15343,2007,6148,14568
15344,2008,5994,14568
15345,2009,6051,14568
15346,2010,5958,14568
15347,2011,5878,14568
15348,2012,5820,14568
15349,2013,5830,14568
15350,2014,5880,14568
15351,2015,5900,14568
15352,2005,5610,14569
15353,2006,5502,14569
15354,2007,5975,14569
15355,2008,5318,14569
15356,2009,5339,14569
15357,2010,5464,14569
15358,2011,5349,14569
15359,2012,5290,14569
15360,2013,5300,14569
15361,2014,5280,14569
15362,2015,5300,14569
15363,2005,1197,14571
15364,2006,1188,14571
15365,2007,1278,14571
15366,2008,1135,14571
15367,2009,1159,14571
15368,2010,1113,14571
15369,2011,1109,14571
15370,2012,1150,14571
15371,2013,1160,14571
15372,2014,1160,14571
15373,2015,1180,14571
15374,2005,4752,14572
15375,2006,4533,14572
15376,2007,4877,14572
15377,2008,4544,14572
15378,2009,4416,14572
15379,2010,4463,14572
15380,2011,4463,14572
15381,2012,4420,14572
15382,2013,4300,14572
15383,2014,4220,14572
15384,2015,4180,14572
15385,2005,50059,14580
15386,2006,48132,14580
15387,2007,50761,14580
15388,2008,49326,14580
15389,2009,49475,14580
15390,2010,49861,14580
15391,2011,49987,14580
15392,2012,50320,14580
15393,2013,50340,14580
15394,2014,50180,14580
15395,2015,50090,14580
15396,2005,303,14585
15397,2006,297,14585
15398,2007,319,14585
15399,2009,279,14585
15400,2010,275,14585
15401,2011,257,14585
15402,2012,240,14585
15403,2013,220,14585
15404,2014,210,14585
15405,2015,210,14585
15406,2005,8033,14586
15407,2006,7946,14586
15408,2007,8642,14586
15409,2008,8614,14586
15410,2009,8951,14586
15411,2010,9120,14586
15412,2011,9404,14586
15413,2012,9550,14586
15414,2013,9820,14586
15415,2014,10000,14586
15416,2015,10180,14586
15417,2005,7395,14589
15418,2006,7102,14589
15419,2007,7396,14589
15420,2008,7055,14589
15421,2009,6977,14589
15422,2010,7002,14589
15423,2011,7111,14589
15424,2012,6970,14589
15425,2013,7040,14589
15426,2014,7070,14589
15427,2015,7060,14589
15428,2005,4743,14590
15429,2006,4727,14590
15430,2007,4941,14590
15431,2008,4583,14590
15432,2009,4560,14590
15433,2010,4615,14590
15434,2011,4520,14590
15435,2012,4480,14590
15436,2013,4310,14590
15437,2014,4340,14590
15438,2015,4350,14590
15439,2005,1791,14591
15440,2006,1700,14591
15441,2007,1768,14591
15442,2008,1644,14591
15443,2009,1704,14591
15444,2010,1603,14591
15445,2011,1614,14591
15446,2012,1560,14591
15447,2013,1480,14591
15448,2014,1520,14591
15449,2015,1450,14591
15450,2005,1327,14604
15451,2006,1303,14604
15452,2007,1836,14604
15453,2008,1077,14604
15454,2009,1045,14604
15455,2010,1082,14604
15456,2011,1106,14604
15457,2012,1010,14604
15458,2013,1120,14604
15459,2014,1100,14604
15460,2015,1110,14604
15461,2005,8129,14605
15462,2006,7972,14605
15463,2007,8969,14605
15464,2008,8011,14605
15465,2009,7891,14605
15466,2010,8227,14605
15467,2011,8100,14605
15468,2012,8120,14605
15469,2013,7890,14605
15470,2014,8280,14605
15471,2015,8390,14605
15472,2005,24766,14606
15473,2006,24173,14606
15474,2007,26401,14606
15475,2008,24318,14606
15476,2009,24109,14606
15477,2010,24272,14606
15478,2011,24517,14606
15479,2012,24140,14606
15480,2013,24100,14606
15481,2014,23980,14606
15482,2015,23930,14606
15483,2005,10022,14607
15484,2006,9797,14607
15485,2007,10470,14607
15486,2008,9807,14607
15487,2009,9742,14607
15488,2010,9917,14607
15489,2011,10103,14607
15490,2012,9790,14607
15491,2013,9970,14607
15492,2014,10260,14607
15493,2015,10290,14607
15494,2005,7551,14608
15495,2006,7823,14608
15496,2007,8732,14608
15497,2008,8161,14608
15498,2009,8220,14608
15499,2010,8567,14608
15500,2011,8803,14608
15501,2012,8690,14608
15502,2013,8600,14608
15503,2014,8790,14608
15504,2015,8850,14608
15505,2005,35764,14609
15506,2006,35508,14609
15507,2007,37960,14609
15508,2008,35792,14609
15509,2009,35332,14609
15510,2010,35912,14609
15511,2011,35676,14609
15512,2012,34880,14609
15513,2013,35190,14609
15514,2014,35360,14609
15515,2015,35080,14609
15516,2005,12926,14610
15517,2006,12565,14610
15518,2007,13127,14610
15519,2008,12509,14610
15520,2009,12413,14610
15521,2010,12461,14610
15522,2011,12550,14610
15523,2012,12300,14610
15524,2013,12160,14610
15525,2014,12210,14610
15526,2015,12120,14610
15527,2005,12381,14611
15528,2006,12550,14611
15529,2007,14000,14611
15530,2008,12518,14611
15531,2009,12549,14611
15532,2010,12665,14611
15533,2011,12651,14611
15534,2012,12570,14611
15535,2013,12530,14611
15536,2014,12610,14611
15537,2015,12660,14611
15538,2005,34148,14612
15539,2006,32275,14612
15540,2007,33787,14612
15541,2008,32474,14612
15542,2009,32319,14612
15543,2010,32250,14612
15544,2011,31988,14612
15545,2012,31830,14612
15546,2013,31950,14612
15547,2014,31660,14612
